FLIGHT_CODE,DOMINTIND,FLIGHT_NUMBER,ORIGPORT,DESTPORT,AC_CODE,MOVEMENTTYPE,UACTUALDATE,UACTUALTIME,AC_REGO,ADULT,ADULT_ARRDEP,ADULT_TRANSIT,ADULT_TRANSFER,CHILD,CHILD_ARRDEP,CHILD_TRANSIT,CHILD_TRANSFER,INFANT,INFANT_ARRDEP,INFANT_TRANSIT,INFANT_TRANSFER,CREW,CREW_ARRDEP,CREW_TRANSIT,CREW_TRANSFER,FLTTYPE,GLMGNTCD,TERM,GATE,SECC,MTOW,CAP
QF,I,4000,THA,WHA,Must,L,2025-01-18,11:47:16,SOON.,AD,99,14,0,CH,8,8,18,IN,18,10,6,CR,17,10,1,M,7,Article.,Item.,TN,96561596.29,275
QF,I,1408,RES,NON,Nor.,L,2025-11-10,11:43:15,REAL.,AD,59,14,7,CH,32,24,15,IN,16,6,2,CR,13,3,1,C,10,Various.,Standard.,TN,4538425.35,319
QF,D,9546,PAG,WHY,Ball,D,2025-07-16,16:45:07,THUS.,AD,62,31,36,CH,20,2,10,IN,5,0,6,CR,10,2,1,M,3,Tell.,Forward.,TN,27125990.04,465
QF,D,1665,HAI,ME.,The.,L,2025-02-26,22:12:03,SEEM.,AD,43,13,37,CH,43,13,13,IN,0,9,6,CR,20,4,6,E,3,Worry.,By.,TN,61871944.39,406
QF,I,911,HAI,ASK,All.,L,2025-11-24,01:47:17,THUS.,AD,77,48,41,CH,7,7,20,IN,0,1,10,CR,5,6,2,T,1,Artist.,Article.,TN,4426154.96,242
QF,D,9612,GO.,FIR,Yard,D,2025-03-20,15:36:27,HOME.,AD,88,48,32,CH,39,0,2,IN,11,10,0,CR,19,7,1,A,7,Current.,College.,TN,46096383.41,219
QF,I,2300,RAC,ROC,Most,D,2025-04-18,15:14:19,TV.,AD,56,25,41,CH,0,12,0,IN,10,7,2,CR,5,8,8,M,7,Ready.,Board.,TN,57901653.99,328
QF,D,5244,ARM,TAK,So.,D,2025-07-02,12:12:29,SIX.,AD,13,38,2,CH,12,23,10,IN,14,8,3,CR,1,7,8,L,3,Remain.,Story.,TN,98938398.5,417
QF,D,8783,DO.,FAR,Help,D,2025-06-14,02:33:34,SIGN.,AD,29,27,6,CH,48,7,19,IN,17,10,4,CR,9,7,0,H,3,Family.,Central.,TN,37894519.7,375
QF,D,2580,TIM,SIT,Too.,L,2025-02-05,13:07:32,OUR.,AD,44,6,17,CH,37,15,13,IN,9,9,5,CR,10,0,8,L,1,Including.,Player.,TN,66420448.45,137
QF,I,3584,MEA,JUS,Pull,L,2025-06-28,03:08:32,ROCK.,AD,19,7,15,CH,15,18,4,IN,19,0,4,CR,19,4,9,P,1,Learn.,Phone.,TN,85775416.34,455
QF,I,3788,FIL,SOO,Why.,L,2025-03-23,05:09:24,BUT.,AD,47,25,30,CH,28,18,15,IN,17,10,6,CR,1,8,1,E,7,Soldier.,Claim.,TN,80734165.46,319
QF,I,3043,TO.,WOR,Long,L,2025-11-13,16:01:27,GUN.,AD,40,9,9,CH,41,20,5,IN,11,3,9,CR,16,7,0,N,3,Medical.,Available.,TN,52568017.33,384
QF,I,4033,OWN,MIS,Body,L,2025-06-29,05:54:39,THE.,AD,78,33,22,CH,43,3,21,IN,1,5,3,CR,19,4,3,N,3,Three.,Send.,TN,96984160.0,209
QF,D,1257,KNO,MAN,Act.,D,2025-04-15,17:01:57,HIS.,AD,64,40,10,CH,36,1,1,IN,16,5,9,CR,2,3,7,N,7,Agreement.,Tree.,TN,1006586.07,446
QF,D,9177,KIN,FLY,Job.,D,2025-01-31,23:06:41,ONTO.,AD,48,23,5,CH,11,12,19,IN,15,7,9,CR,8,2,7,B,10,School.,Town.,TN,70600735.42,403
QF,D,8081,DO.,HOU,Move,D,2025-07-07,09:13:19,PICK.,AD,48,25,4,CH,12,0,16,IN,4,4,2,CR,9,0,1,W,2,Remain.,Cup.,TN,84287638.63,230
QF,I,2888,TEA,SOR,Law.,D,2025-10-15,21:06:02,UPON.,AD,87,19,50,CH,42,12,21,IN,10,9,6,CR,17,3,10,A,7,Take take.,Would.,TN,57343011.51,441
QF,I,9563,GOO,OVE,Leg.,D,2025-02-07,19:12:53,BASE.,AD,99,47,7,CH,23,10,22,IN,18,2,10,CR,12,7,4,B,5,Form two.,Bring you.,TN,71497613.16,71
QF,D,4673,GIR,MOS,Wide,D,2025-06-22,08:04:56,WELL.,AD,96,18,34,CH,0,22,12,IN,3,7,8,CR,19,3,8,F,5,Speak key.,Final.,TN,17472508.81,110
QF,D,3519,FAC,RIC,Its.,L,2025-08-11,10:36:57,WANT.,AD,0,23,17,CH,37,4,15,IN,11,9,9,CR,18,4,10,B,1,Morning.,State her.,TN,52235732.73,293
QF,D,8825,FOO,FAR,Baby,L,2025-09-29,20:59:48,PULL.,AD,50,39,23,CH,32,0,11,IN,13,1,1,CR,7,0,7,O,3,Section.,Back.,TN,78857839.16,336
QF,D,3984,ME.,A.,Way.,L,2025-02-14,15:04:30,US.,AD,69,50,48,CH,32,13,12,IN,9,7,8,CR,13,3,2,T,1,Test his.,Enough.,TN,97161407.85,305
QF,D,8921,HER,BUT,Role,L,2025-05-20,12:00:59,HOT.,AD,34,29,45,CH,25,10,10,IN,0,8,2,CR,13,10,7,T,8,Before.,Student.,TN,76614893.69,365
QF,D,409,GIV,BE.,Him.,D,2025-07-04,13:10:56,CAN.,AD,65,43,12,CH,38,10,17,IN,0,8,4,CR,1,9,8,T,8,Nature.,Role sit.,TN,74666871.62,444
QF,D,8627,YAR,GIV,City,L,2025-02-11,05:17:00,INTO.,AD,40,32,14,CH,29,23,10,IN,16,10,9,CR,8,10,5,V,10,Special.,Majority.,TN,78674951.33,78
QF,D,1505,THA,TUR,Must,L,2025-08-06,20:28:15,BED.,AD,42,13,5,CH,28,0,8,IN,18,9,6,CR,3,3,6,M,10,Sound.,Treat.,TN,89535497.77,343
QF,I,2993,OLD,CUT,Six.,D,2025-03-22,23:12:01,YEAH.,AD,6,50,2,CH,17,17,17,IN,12,0,7,CR,17,9,1,S,1,Player.,Arrive.,TN,27634816.68,471
QF,D,5950,MEA,ARE,For.,D,2025-03-17,16:21:38,WHY.,AD,64,25,10,CH,25,12,2,IN,17,5,4,CR,17,9,1,D,5,Above.,Kid.,TN,27963903.74,249
QF,D,8743,WAN,CAN,Open,L,2025-10-27,15:25:56,LAW.,AD,59,3,24,CH,0,18,20,IN,9,10,3,CR,2,7,7,F,10,Something.,Forward.,TN,55297292.63,405
QF,D,1929,AIR,YOU,Fact,D,2025-12-25,20:22:51,WIFE.,AD,19,43,3,CH,35,12,10,IN,9,0,9,CR,15,0,9,O,6,Chair.,Model.,TN,95963627.83,251
QF,I,5066,EAT,HUG,Gun.,D,2025-04-23,07:06:45,CALL.,AD,53,15,3,CH,8,17,8,IN,19,0,0,CR,11,6,9,P,6,More.,Body.,TN,97424353.92,241
QF,D,3683,SEL,RES,Stay,D,2025-08-17,23:32:39,CARD.,AD,32,39,37,CH,8,12,9,IN,20,9,8,CR,10,1,4,W,9,Site his.,Occur.,TN,62006679.22,50
QF,D,6392,HAI,BY.,Do.,L,2025-11-27,00:45:26,FORM.,AD,28,48,28,CH,16,3,4,IN,5,1,3,CR,3,6,0,A,8,Suddenly.,Firm head.,TN,13951883.5,496
QF,D,5498,FAC,HOP,Sell,D,2025-06-22,05:06:04,BLUE.,AD,84,34,3,CH,5,21,20,IN,3,1,7,CR,1,8,10,H,2,Just.,Fine.,TN,34019074.78,470
QF,I,353,THA,THA,How.,L,2025-03-01,23:00:17,TRY.,AD,76,24,0,CH,30,1,5,IN,19,4,1,CR,16,3,4,L,7,Clearly.,How view.,TN,79419316.82,77
QF,I,643,CAR,RES,Even,L,2025-05-02,07:00:41,BILL.,AD,36,13,4,CH,14,13,18,IN,11,3,10,CR,2,6,9,V,6,Ability.,Author at.,TN,29312285.17,232
QF,D,5228,WOR,TV.,Gas.,L,2025-05-23,03:03:49,MY.,AD,33,10,1,CH,15,10,13,IN,19,0,1,CR,3,7,5,W,6,Impact.,Heavy.,TN,98352374.98,302
QF,D,150,TEN,FOO,Them,D,2025-04-05,15:38:54,AGE.,AD,9,34,34,CH,2,2,22,IN,7,7,6,CR,18,8,7,I,3,Record.,Call yeah.,TN,40218165.81,226
QF,D,5406,TOO,TEN,His.,L,2025-12-23,07:06:18,WISH.,AD,3,10,29,CH,22,2,6,IN,5,3,7,CR,11,2,3,I,9,Near do.,Event say.,TN,68872593.47,268
QF,I,800,FAC,PAG,Lot.,D,2025-06-16,10:29:40,PULL.,AD,24,37,25,CH,48,21,13,IN,2,8,0,CR,8,10,7,L,1,Close.,Keep.,TN,81943911.03,295
QF,I,9597,HOL,SKI,Whom,D,2025-07-16,05:16:55,ITEM.,AD,45,48,15,CH,47,11,18,IN,0,5,2,CR,10,8,0,S,5,Beautiful.,Dog one.,TN,68027218.93,382
QF,D,7217,NO.,TEN,Seem,L,2025-12-16,19:00:52,TOWN.,AD,75,9,48,CH,11,0,1,IN,14,4,9,CR,6,2,7,M,8,Hear ask.,You young.,TN,34231817.01,273
QF,I,9257,BAR,WAY,Away,L,2025-02-13,02:39:58,BIT.,AD,26,38,31,CH,34,23,9,IN,12,2,4,CR,16,0,9,W,7,Because.,Where.,TN,57802358.49,446
QF,I,4312,ASK,PLA,Do.,L,2025-07-06,09:16:24,PUSH.,AD,83,26,34,CH,0,10,19,IN,16,7,3,CR,16,1,6,W,10,Matter.,Service.,TN,82094677.1,249
QF,I,6849,ELS,EYE,Be.,L,2025-01-09,18:46:19,OIL.,AD,78,21,3,CH,44,1,4,IN,15,8,0,CR,0,2,1,T,7,Contain.,Rather.,TN,31451459.17,480
QF,D,3477,FEA,TRU,Time,L,2025-02-20,00:14:49,HIT.,AD,19,46,19,CH,7,12,25,IN,17,5,2,CR,3,8,8,T,3,Fill live.,And.,TN,83464682.92,465
QF,D,2723,ARE,GOA,Leg.,D,2025-03-19,19:35:37,DEAL.,AD,51,1,4,CH,7,22,1,IN,16,10,2,CR,7,8,0,R,9,Walk.,Treat.,TN,54818184.63,304
QF,D,7736,TRE,BIT,News,L,2025-02-18,16:20:08,NOT.,AD,99,17,20,CH,19,1,4,IN,17,7,8,CR,16,8,1,T,1,Wonder.,Growth.,TN,24708186.21,426
QF,D,7709,MOS,OFF,Week,D,2025-02-13,19:27:55,ANY.,AD,85,1,40,CH,34,1,5,IN,1,8,2,CR,6,5,7,N,4,Treatment.,Employee.,TN,13068758.42,120
QF,I,193,COS,MOR,Only,D,2025-05-28,15:16:09,PASS.,AD,91,30,39,CH,20,25,7,IN,20,0,9,CR,1,8,10,A,7,Small.,Hold.,TN,43772488.86,444
QF,I,2380,FOU,FOO,Care,D,2025-01-13,14:26:27,HOLD.,AD,7,15,10,CH,34,17,13,IN,3,3,3,CR,19,6,4,G,1,Quality.,Field.,TN,36633678.28,431
QF,I,6583,WES,LAY,Fund,D,2025-12-29,04:02:26,WORK.,AD,0,40,21,CH,26,18,24,IN,14,7,1,CR,6,10,3,B,6,Rule head.,Exist.,TN,67457843.86,492
QF,D,9958,FIV,CAR,Just,L,2025-05-31,00:23:26,SAME.,AD,38,3,15,CH,47,20,5,IN,15,10,5,CR,11,4,5,M,6,Food.,Hour.,TN,91833433.65,469
QF,I,4506,SIT,CUP,Thus,L,2025-04-14,23:37:32,MOVE.,AD,58,34,8,CH,35,21,12,IN,0,7,2,CR,18,7,1,F,1,Case lay.,War she.,TN,69494130.83,360
QF,D,2289,CIT,HIG,Box.,D,2025-02-25,01:21:11,TOP.,AD,75,29,27,CH,33,5,1,IN,20,2,10,CR,8,8,10,B,2,Method.,Probably.,TN,53465342.41,174
QF,D,6607,BOO,PUL,Run.,L,2025-10-14,03:31:52,FALL.,AD,93,23,34,CH,48,22,4,IN,7,10,10,CR,8,4,2,T,6,Serious.,Condition.,TN,38354688.85,236
QF,I,4651,LIF,YEA,Fill,L,2025-12-12,13:31:51,COLD.,AD,48,43,42,CH,41,20,0,IN,6,4,4,CR,1,3,2,W,10,Your his.,Ability.,TN,32869532.6,220
QF,I,4857,HEA,BIL,This,D,2025-12-13,23:47:44,STAR.,AD,0,39,2,CH,49,1,8,IN,6,4,0,CR,18,10,4,W,10,Sense now.,Hit.,TN,2005989.34,116
QF,D,8420,LOS,JUS,Want,L,2025-02-25,15:52:56,YEAH.,AD,37,1,35,CH,40,13,13,IN,14,8,7,CR,9,3,0,S,1,Card near.,Anything.,TN,60218967.95,148
QF,I,2103,MEE,THE,Area,D,2025-12-14,11:50:56,SIX.,AD,42,50,35,CH,39,2,11,IN,13,6,6,CR,16,10,10,O,5,Stop.,PM.,TN,75912933.45,495
QF,D,6842,LOW,WAI,Edge,D,2025-02-15,23:04:40,MUCH.,AD,54,20,28,CH,26,17,6,IN,15,5,0,CR,11,6,10,W,1,Picture.,Mention.,TN,63273326.74,410
QF,D,5791,LIS,BE.,Air.,D,2025-08-22,23:29:56,LIFE.,AD,83,35,6,CH,23,6,23,IN,1,1,8,CR,1,6,3,L,6,Dream.,Detail.,TN,79066964.28,135
QF,I,2008,BY.,EDG,Who.,L,2025-11-26,09:33:06,DOG.,AD,99,23,18,CH,2,16,21,IN,10,6,7,CR,11,9,2,B,7,Night.,Play.,TN,46857759.36,480
QF,I,6310,WHO,WIN,Case,L,2025-12-18,00:24:42,LAST.,AD,70,20,37,CH,36,25,25,IN,2,9,2,CR,6,1,10,W,9,History.,Work goal.,TN,8871359.7,52
QF,D,6566,FAS,TWO,Save,L,2025-11-03,23:43:54,WORD.,AD,15,33,29,CH,42,8,5,IN,7,2,0,CR,12,7,8,O,9,Develop.,Bring.,TN,99799204.54,106
QF,I,3271,SAF,FIV,Set.,L,2025-12-22,00:31:42,SOON.,AD,69,25,20,CH,11,4,8,IN,10,4,6,CR,4,5,0,T,10,Across.,Though.,TN,67804304.74,141
QF,D,4184,SIN,LIS,Know,L,2025-09-01,08:07:34,WEST.,AD,69,21,48,CH,12,4,1,IN,12,3,9,CR,17,5,10,W,1,Under.,Community.,TN,30114014.68,186
QF,I,9937,PIC,HER,It.,L,2025-01-16,00:05:08,ART.,AD,79,28,38,CH,1,4,0,IN,19,2,8,CR,2,4,8,O,1,Easy wish.,Them.,TN,39178376.66,180
QF,I,3127,WIS,ON.,Let.,D,2025-12-25,04:42:09,FULL.,AD,36,29,8,CH,49,9,18,IN,12,5,7,CR,2,4,10,H,7,Enter.,Across.,TN,2856611.42,62
QF,D,657,SAF,WEL,With,L,2025-11-30,02:41:28,LAST.,AD,49,15,24,CH,41,5,7,IN,0,10,7,CR,4,7,1,L,1,Specific.,Bar.,TN,43368150.75,481
QF,D,4215,SON,BOO,Mrs.,L,2025-08-03,10:02:11,MAY.,AD,21,49,46,CH,34,17,8,IN,17,6,10,CR,19,2,6,W,7,Agency.,Stuff I.,TN,2173278.57,119
QF,I,7808,TYP,SIT,Unit,L,2025-10-22,09:18:09,WIND.,AD,17,44,9,CH,8,1,1,IN,10,10,5,CR,17,9,3,C,9,Wear.,State.,TN,47229277.98,87
QF,D,3837,UPO,YOU,Area,L,2025-09-27,10:33:21,ELSE.,AD,26,40,13,CH,15,16,20,IN,17,10,2,CR,9,8,6,T,6,Because.,Apply.,TN,50835769.8,473
QF,D,545,BAL,SOO,Skin,L,2025-05-27,12:36:44,WHEN.,AD,8,19,33,CH,49,17,13,IN,12,7,2,CR,12,5,0,N,1,Reality.,Represent.,TN,47751899.89,427
QF,D,1900,YET,BUT,Can.,L,2025-09-20,05:17:01,BOTH.,AD,88,36,17,CH,46,24,14,IN,11,9,2,CR,2,1,10,W,8,Exactly.,Town bed.,TN,80505421.31,87
QF,D,8864,YOU,CAR,Them,D,2025-11-24,14:28:41,ASK.,AD,10,18,9,CH,43,13,22,IN,11,5,3,CR,9,3,6,F,6,Young.,Nation.,TN,32468857.39,55
QF,I,5359,FOR,ONC,Call,L,2025-11-04,20:26:33,LAND.,AD,51,40,4,CH,0,23,8,IN,4,0,7,CR,10,9,4,T,4,Resource.,Night.,TN,84326217.82,481
QF,I,1449,TV.,BAR,So.,D,2025-06-15,10:27:59,ITS.,AD,65,27,36,CH,21,21,12,IN,2,0,7,CR,0,1,0,T,4,Use.,Green for.,TN,91292536.49,174
QF,I,1642,AT.,LEF,Top.,L,2025-11-14,08:16:17,HOT.,AD,48,40,21,CH,14,13,4,IN,5,4,4,CR,4,1,9,M,2,Summer.,Election.,TN,69974357.66,451
QF,D,9474,BOR,YAR,Firm,L,2025-12-26,22:45:46,WIN.,AD,85,43,46,CH,6,9,7,IN,12,10,3,CR,18,0,9,P,2,Rest.,Bit think.,TN,20041089.82,471
QF,D,6393,GUY,FEA,Bad.,L,2025-12-24,14:57:20,TIME.,AD,22,34,1,CH,49,17,8,IN,8,6,5,CR,20,5,7,R,9,Approach.,Control.,TN,4225875.41,420
QF,D,8998,THI,BUY,Sell,D,2025-12-26,23:24:41,SONG.,AD,21,35,8,CH,37,9,5,IN,14,5,10,CR,4,9,9,P,4,School.,Player.,TN,32834463.18,446
QF,D,8095,BAR,HOP,Must,L,2025-06-23,19:15:16,ADD.,AD,39,38,19,CH,6,15,17,IN,13,5,2,CR,8,3,7,T,1,Book.,Tell.,TN,60110904.94,227
QF,I,4089,IT.,NEX,Tree,L,2025-01-04,08:28:55,AND.,AD,33,42,48,CH,39,19,20,IN,7,10,6,CR,20,1,10,A,7,Appear.,Piece.,TN,88728160.61,224
QF,I,1520,TAL,NOW,Join,L,2025-01-05,20:28:23,BANK.,AD,11,24,28,CH,46,23,25,IN,3,6,2,CR,0,7,10,M,10,Mind.,Wide some.,TN,42095652.57,271
QF,I,9453,ITS,FEA,Term,D,2025-02-28,14:19:23,SEND.,AD,32,29,0,CH,10,8,10,IN,3,9,1,CR,14,3,4,S,3,Many turn.,Lawyer.,TN,68033845.92,324
QF,D,963,REA,BIG,Many,L,2025-09-08,13:22:24,GAS.,AD,66,27,45,CH,31,25,21,IN,1,7,5,CR,6,6,0,F,9,Long do.,Little.,TN,97512820.66,134
QF,D,7159,ELS,FAR,Pass,D,2025-09-28,17:06:14,LEAD.,AD,63,27,49,CH,4,22,21,IN,18,7,4,CR,9,6,3,T,2,Watch.,Check.,TN,95385460.19,371
QF,D,9276,FRE,CEL,Yard,D,2025-10-15,13:11:51,TOO.,AD,41,44,1,CH,31,6,22,IN,9,1,4,CR,15,0,4,Y,5,Culture.,Situation.,TN,99958764.35,475
QF,I,9245,LOW,CAR,Less,L,2025-02-11,06:27:19,NONE.,AD,49,14,24,CH,50,24,19,IN,6,3,3,CR,11,0,5,M,10,Bag adult.,Heavy.,TN,24395838.48,189
QF,D,2355,MEA,FLY,Top.,L,2025-06-27,10:12:12,NAME.,AD,33,8,4,CH,30,9,15,IN,4,0,1,CR,20,8,3,S,5,Involve.,Available.,TN,89605114.74,287
QF,D,4862,ANY,NIC,Stop,L,2025-02-11,15:16:50,SONG.,AD,98,48,31,CH,44,18,11,IN,12,1,8,CR,2,6,7,C,10,Call.,Short.,TN,41985227.73,176
QF,I,3921,FIR,RED,Pick,D,2025-12-01,00:44:58,OIL.,AD,83,38,11,CH,46,22,18,IN,10,2,6,CR,9,9,0,Y,7,War drug.,Yet.,TN,58273887.93,427
QF,I,2002,RAT,FOR,Give,D,2025-02-04,22:56:35,US.,AD,15,17,19,CH,32,20,23,IN,7,7,4,CR,6,6,4,H,4,Thing.,Once.,TN,49735188.58,247
QF,D,9683,JOB,YEA,Here,D,2025-05-22,02:12:57,LIFE.,AD,33,26,42,CH,21,0,4,IN,8,4,10,CR,5,6,9,S,3,Guy.,Charge.,TN,68312951.37,480
QF,D,4538,LEF,SUR,Name,L,2025-03-26,06:07:43,GAME.,AD,62,26,44,CH,36,15,10,IN,5,9,9,CR,3,3,9,O,1,Cup eight.,Necessary.,TN,42915855.93,319
QF,D,2049,SEA,OIL,Also,D,2025-03-02,21:09:53,UP.,AD,90,17,40,CH,11,15,19,IN,12,8,4,CR,0,5,0,A,1,Guy.,Central.,TN,35152661.67,190
QF,D,1116,HER,RIS,To.,D,2025-03-22,15:12:09,OLD.,AD,64,9,10,CH,50,12,18,IN,12,10,10,CR,19,10,3,J,5,Religious.,We whole.,TN,99053294.79,92
QF,I,7045,FOR,EVE,Seek,L,2025-03-11,22:25:33,OUR.,AD,66,34,31,CH,45,20,24,IN,16,10,5,CR,11,7,0,W,10,Sign.,Cause.,TN,69850274.69,430
QF,I,6693,LEF,NAM,Main,L,2025-01-15,08:33:45,HOPE.,AD,89,4,30,CH,3,22,7,IN,14,3,6,CR,11,9,0,D,6,Far easy.,White.,TN,57024560.92,284
QF,I,6712,EVE,WIN,Gun.,L,2025-02-25,06:47:27,LONG.,AD,59,25,25,CH,28,7,13,IN,19,7,8,CR,19,1,6,S,8,Put trial.,Place.,TN,31313479.29,227
QF,D,7395,VOT,EDG,Whom,D,2025-10-05,08:00:50,THE.,AD,91,47,35,CH,36,10,19,IN,0,1,1,CR,15,0,4,A,10,Thus.,Including.,TN,44600204.0,388
QF,D,2840,FEW,PIC,Role,D,2025-10-21,11:43:42,GROW.,AD,53,23,15,CH,18,10,10,IN,15,4,6,CR,14,4,2,L,6,Maybe.,By phone.,TN,38991748.82,432
QF,D,3273,OK.,MOR,Part,D,2025-08-19,04:29:04,WHEN.,AD,80,28,28,CH,9,13,4,IN,11,2,6,CR,11,3,7,A,2,The again.,Father.,TN,58083864.72,186
QF,I,1349,BOO,HIG,Else,D,2025-05-03,06:45:42,BASE.,AD,44,30,49,CH,16,11,3,IN,10,9,8,CR,15,10,4,D,4,Employee.,As a.,TN,77842423.67,112
QF,D,8786,LAN,ROO,Job.,L,2025-03-20,14:13:38,NOR.,AD,74,8,32,CH,36,13,4,IN,2,10,5,CR,0,4,3,W,7,By.,Carry.,TN,52942947.42,162
QF,D,6295,LES,BOT,Song,D,2025-08-15,16:41:27,SOON.,AD,99,0,14,CH,45,4,18,IN,3,4,4,CR,4,5,0,S,3,Sure us.,Suddenly.,TN,87744744.97,324
QF,D,596,NOT,EAS,Good,L,2025-12-24,11:05:03,BOOK.,AD,59,8,14,CH,13,15,14,IN,2,5,3,CR,0,1,3,M,4,Memory.,Force.,TN,82082228.19,217
QF,D,9725,SIT,CIT,Feel,D,2025-08-29,10:09:24,DO.,AD,37,37,9,CH,48,20,16,IN,8,3,2,CR,17,9,2,U,5,Century.,Perform.,TN,29065660.7,390
QF,I,5260,SIZ,LES,Seat,L,2025-03-22,19:17:28,HELP.,AD,92,7,45,CH,46,12,10,IN,8,2,3,CR,18,9,8,C,5,Detail.,Admit.,TN,93309885.49,475
QF,D,9578,BOY,FEA,Eye.,D,2025-11-08,09:17:19,HOW.,AD,10,29,5,CH,46,13,23,IN,0,8,9,CR,1,5,6,T,10,Paper.,Plan.,TN,7018090.95,330
QF,D,3860,YAR,ROO,Law.,D,2025-11-06,09:51:05,MY.,AD,97,43,48,CH,3,12,21,IN,9,8,10,CR,13,4,6,S,9,Tend fund.,Be style.,TN,67883996.19,137
QF,I,2164,FAL,BUY,Home,D,2025-11-03,11:04:34,EVEN.,AD,78,43,48,CH,28,17,13,IN,8,0,2,CR,4,9,10,E,9,Film.,Heavy.,TN,15012981.97,446
QF,D,302,SO.,SHO,Best,D,2025-03-13,15:33:19,THEY.,AD,87,35,32,CH,24,9,7,IN,6,3,3,CR,1,10,7,I,1,Throw or.,Two more.,TN,8922503.76,378
QF,D,6832,TV.,SIG,Hand,L,2025-07-19,01:33:10,CUP.,AD,25,33,44,CH,37,5,23,IN,3,7,3,CR,9,3,7,W,9,Character.,Either.,TN,71365979.17,343
QF,D,6455,HIT,LOO,Year,L,2025-07-17,20:05:19,OR.,AD,66,31,41,CH,14,8,21,IN,19,6,6,CR,6,3,0,O,7,Worry.,Involve.,TN,69918142.15,205
QF,I,6429,GUN,OFF,Deal,L,2025-09-10,06:11:51,FORM.,AD,77,15,22,CH,45,25,19,IN,14,5,3,CR,17,7,0,S,8,Friend.,Lawyer.,TN,17554737.76,445
QF,D,6245,CIT,HER,Make,L,2025-03-07,05:59:16,THEN.,AD,91,14,9,CH,11,18,2,IN,13,4,5,CR,18,0,9,O,2,Such wait.,Property.,TN,86945173.39,215
QF,D,5440,PAG,REA,Fear,L,2025-10-28,13:19:31,FOOT.,AD,3,4,21,CH,7,1,2,IN,3,1,10,CR,7,4,8,L,8,Deep left.,Him.,TN,60951053.29,209
QF,I,5063,WAR,WHO,Wide,L,2025-10-31,11:21:38,HIGH.,AD,24,37,39,CH,6,23,15,IN,1,3,7,CR,14,10,7,C,6,Paper.,Open.,TN,77575116.29,95
QF,I,2340,WAL,FIR,Let.,D,2025-11-22,03:06:27,ME.,AD,39,22,42,CH,9,0,21,IN,15,1,8,CR,2,7,3,H,8,Open.,Wonder.,TN,1366196.74,490
QF,I,9206,DRO,FOU,Off.,L,2025-09-15,17:27:48,GAS.,AD,95,26,34,CH,28,25,15,IN,2,10,6,CR,9,6,6,E,10,Support.,Since.,TN,25906706.0,473
QF,I,5968,MAN,FIR,Task,D,2025-06-21,14:22:54,BANK.,AD,26,37,47,CH,15,9,18,IN,3,2,0,CR,1,4,0,R,1,Last.,Here.,TN,16138501.81,77
QF,I,3737,HIG,OUT,Miss,D,2025-07-18,01:22:36,WEEK.,AD,32,33,15,CH,24,20,25,IN,14,0,9,CR,3,6,1,I,6,Suffer.,Same my.,TN,58569146.68,322
QF,D,3207,TO.,STA,Ever,L,2025-12-05,15:33:38,REST.,AD,12,27,17,CH,34,22,2,IN,8,9,3,CR,8,7,8,T,9,Personal.,Positive.,TN,62645773.99,201
QF,D,5654,HUG,ONC,Drug,L,2025-03-02,15:42:25,YOUR.,AD,97,32,25,CH,24,23,1,IN,19,4,1,CR,6,5,5,G,10,Him.,Still.,TN,31460686.39,327
QF,D,2036,REA,TUR,PM.,L,2025-07-03,07:11:27,LATE.,AD,10,43,24,CH,42,15,22,IN,7,7,2,CR,5,8,10,L,2,Knowledge.,Ground.,TN,5158969.58,332
QF,I,7594,EVE,ITE,Act.,L,2025-01-12,18:21:17,FILL.,AD,23,20,11,CH,41,15,21,IN,7,9,1,CR,8,10,8,B,6,Hear keep.,Rest door.,TN,62963283.64,482
QF,I,1350,ELS,TAS,Head,L,2025-03-25,00:04:53,FINE.,AD,35,17,45,CH,23,14,5,IN,6,7,1,CR,8,1,9,T,5,Item cell.,Although.,TN,90222918.69,62
QF,I,603,TRU,LET,Rise,L,2025-01-30,13:43:22,BIG.,AD,95,43,8,CH,46,16,25,IN,19,5,3,CR,11,5,7,T,5,How push.,They half.,TN,2178331.4,96
QF,D,1058,TIM,FIR,Risk,D,2025-07-27,12:31:02,PART.,AD,63,18,14,CH,48,15,9,IN,18,3,8,CR,16,3,6,L,8,Season.,Occur.,TN,33620990.88,158
QF,I,1953,FIN,BOD,Well,L,2025-05-11,02:06:57,BAR.,AD,12,32,45,CH,42,21,15,IN,11,10,6,CR,10,7,6,B,6,Why worry.,Join.,TN,33254749.01,140
QF,I,1228,HUG,SEE,Able,L,2025-03-09,04:40:49,NONE.,AD,34,18,45,CH,40,14,21,IN,9,4,7,CR,9,3,10,K,3,Edge.,Lawyer.,TN,82988077.87,407
QF,D,9002,FOO,FOR,Ever,D,2025-09-30,03:29:15,HUGE.,AD,49,4,42,CH,36,22,18,IN,12,0,10,CR,3,2,1,M,10,Main game.,Wrong.,TN,38876556.99,130
QF,I,937,YOU,LIN,Lose,D,2025-07-28,09:43:26,TERM.,AD,43,3,20,CH,49,25,8,IN,16,4,8,CR,9,3,2,O,2,Meet.,Look.,TN,62534507.86,120
